id	tdl	sym
15685	Tbio	SEMA3C
15686	Tbio	SEMA3F
15687	Tbio	SEMA3G
15688	Tbio	SEMA4A
15689	Tbio	SEMA4B
15690	Tbio	SEMA5B
15691	Tbio	SEMA6A
15692	Tbio	SEMA6D
15693	Tbio	SEMG2
15694	Tdark	TSEN15
15695	Tbio	RPS27L
15696	Tbio	RSAD2
15697	Tbio	RASL10A
15698	Tdark	RASL10B
15699	Tbio	SNRPB
15700	Tdark	MRPS5
15701	Tdark	MRPS6
15702	Tbio	MRPS7
15703	Tdark	MRPS9
15704	Tdark	MRPS11
15705	Tdark	MRPS14
15706	Tdark	MRPS18B
15707	Tdark	MRPS23
15708	Tbio	MRPS27
15709	Tbio	MRPS30
15710	Tdark	MRPS34
15711	Tdark	MRPS36
15712	Tbio	RTN4IP1
15713	Tbio	RTKN
15715	Tdark	RWDD2A
15716	Tclin	RXRB
15717	Tbio	RAX
15718	Tchem	S1PR2
15719	Tclin	S1PR4
15720	Tbio	SLC20A2
15721	Tbio	SLC22A7
15722	Tclin	SLC22A8
15723	Tchem	SLC23A1
15724	Tbio	SLC23A2
15725	Tdark	SLC25A35
15726	Tdark	SLC25A45
15727	Tdark	SLC25A51
15728	Tdark	SLC25A52
15729	Tdark	SLC26A11
15730	Tbio	SLC26A2
15731	Tbio	SLC26A8
15732	Tbio	SLC26A9
15733	Tbio	SLC27A6
15734	Tclin	SLC29A1
15735	Tbio	SLC29A2
15736	Tbio	SLC29A3
15737	Tchem	SLC29A4
15738	Tbio	SLC2A4RG
15739	Tbio	SAP30BP
15740	Tbio	TSEN54
15741	Tchem	SENP1
15742	Tbio	SENP7
15743	Tbio	SEPT10
15744	Tbio	SEPT4
15745	Tbio	PHGDH
15746	Tbio	FAM109B
15748	Tchem	SFRP1
15749	Tbio	FRZB
15750	Tdark	SH2D6
15751	Tbio	SHC4
15752	Tbio	SHCBP1
15753	Tbio	SH3GLB2
15754	Tbio	SHOX2
15755	Tbio	SHOX
15756	Tdark	SHROOM1
15757	Tbio	SHROOM2
15758	Tdark	SHISA6
15759	Tbio	SHISA9
15760	Tbio	ST3GAL4
15761	Tbio	ST6GALNAC1
15762	Tdark	ST8SIA6
15763	Tdark	SIKE1
15765	Tdark	SMIM10
15766	Tbio	SLX4
15767	Tbio	SMAD6
15768	Tdark	C2orf88
15769	Tbio	SMARCAL1
15770	Tbio	SMAP2
15771	Tbio	IGHMBP2
15772	Tbio	SMC1A
15773	Tbio	SMARCA5
15774	Tdark	SMCO2
15775	Tbio	SMCR8
15776	Tbio	SNRPD2
15777	Tdark	SMIM3
15778	Tdark	SMIM8
15779	Tclin	SMO
15780	Tbio	SMPX
15781	Tbio	SMURF1
15782	Tbio	NAPA
15783	Tbio	NAPB
15784	Tbio	SNAPIN
15785	Tbio	AANAT
15786	Tbio	SNCAIP
15787	Tbio	SMARCB1
15789	Tdark	SYNGR4
15791	Tbio	SNAP23
15792	Tdark	SNAPC2
15793	Tdark	SNRNP27
15794	Tdark	SNRNP48
15795	Tbio	SNRK
15796	Tbio	SART1
15797	Tbio	USP39
15798	Tbio	SNX13
15799	Tbio	SNX25
15800	Tbio	SNX27
15801	Tdark	SNX29
15802	Tbio	SNX3
15803	Tdark	SNX7
15804	Tbio	SNX9
15805	Tbio	SLCO4C1
15806	Tdark	SLC10A6
15807	Tbio	SOCS4
15808	Tbio	SORCS2
15809	Tbio	SRI
15810	Tbio	SORL1
15811	Tbio	NABP1
15812	Tbio	SOST
15813	Tbio	SOX10
15814	Tbio	SOX9
15815	Tbio	PIPOX
15816	Tbio	SERPINA12
15817	Tdark	SPATS2
15818	Tbio	SPATA2
15819	Tbio	SPATA5
15820	Tbio	SPATA7
15821	Tbio	FTSJ3
15822	Tbio	SERPINB5
15823	Tbio	SERPINB9
15824	Tbio	SPC24
15826	Tbio	SH3PXD2B
15827	Tdark	SPERT
15828	Tbio	SPESP1
15830	Tdark	SPIN2B
15831	Tbio	SERPINI2
15832	Tbio	SPICE1
15833	Tbio	SPIC
15834	Tbio	SPIN1
15835	Tdark	SPIN3
15836	Tbio	SPIRE2
15837	Tbio	SPINT1
15838	Tbio	SPINT2
15839	Tbio	SPO11
15840	Tbio	SPOP
15841	Tbio	SPP2
15842	Tbio	SPRR2F
15843	Tbio	SPRR2G
15846	Tbio	SUPT6H
15847	Tbio	SPTA1
15848	Tbio	SPTBN5
15849	Tdark	SPANXN3
15850	Tbio	SPRY2
15851	Tbio	SPRY4
15852	Tbio	SDHB
15853	Tbio	SDIM1
15854	Tbio	SUDS3
15855	Tbio	SDSL
15856	Tdark	SEPT1
15857	Tbio	SEPT8
15858	Tbio	SESN2
15859	Tbio	SETD1B
15860	Tdark	SETD4
15861	Tbio	SETD6
15862	Tchem	SETD7
15863	Tbio	SF1
15864	Tbio	SF3B4
15865	Tdark	SFSWAP
15866	Tbio	SFTA3
15867	Tbio	SFTPD
15868	Tdark	SFXN2
15869	Tdark	SFXN3
15870	Tbio	SFXN4
15871	Tdark	SFXN5
15872	Tbio	SPAG11B
15873	Tdark	POMK
15874	Tbio	SCGB1D1
15875	Tdark	SCGB1D4
15876	Tdark	SGK494
15877	Tbio	SGCB
15878	Tbio	SGCD
15879	Tbio	SGCE
15880	Tchem	SGK3
15881	Tchem	TMEM97
15882	Tbio	SIX5
15883	Tbio	SKIL
15884	Tbio	SKIV2L
15885	Tbio	SKI
15886	Tbio	SKOR1
15887	Tbio	SKP1
15888	Tbio	KIAA1217
15889	Tbio	SLC9A2
15890	Tchem	SLC9A3
15891	Tbio	SLC9A6
15892	Tbio	SLA
15893	Tbio	NUGGC
15894	Tbio	SLIRP
15895	Tbio	SLMAP
15896	Tdark	SLFN13
15897	Tbio	SLU7
15898	Tbio	SLURP1
15899	Tbio	SMAD1
15900	Tbio	SMAD2
15901	Tdark	SMCO1
15903	Tbio	SNRPD1
15904	Tbio	SNRPD3
15906	Tbio	SMG7
15907	Tdark	SMG8
15908	Tdark	SMG9
15909	Tdark	SMTNL2
15910	Tchem	SMYD2
15911	Tdark	SLFN12L
15912	Tbio	SNW1
15913	Tbio	SOD2
15914	Tbio	SOGA1
15915	Tbio	SOX12
15916	Tbio	SOX5
15917	Tbio	SPA17
15919	Tbio	SP4
15920	Tbio	SP7
15921	Tdark	SIPA1L2
15922	Tbio	ST3GAL6
15923	Tchem	ST3GAL1
15924	Tbio	ST6GALNAC2
15925	Tbio	ST6GALNAC3
15926	Tbio	ST6GALNAC4
15927	Tbio	ST8SIA1
15928	Tbio	ST8SIA3
15929	Tbio	SIAE
15930	Tbio	SIAH1
15931	Tdark	SIAH3
15932	Tbio	IBSP
15934	Tchem	ST6GAL1
15935	Tbio	ST6GAL2
15936	Tbio	ST3GAL3
15937	Tbio	SIGLEC11
15938	Tbio	SIGLEC12
15939	Tbio	SIGLEC14
15940	Tbio	SIGLEC15
15941	Tbio	SIGIRR
15942	Tdark	SIGLECL1
15943	Tbio	SIGLEC5
15944	Tbio	SIGLEC7
15945	Tbio	SIGLEC9
15946	Tdark	SMIM18
15947	Tdark	SMIM22
15950	Tbio	SIM2
15951	Tchem	SIRT2
15952	Tbio	SIRPB1
15953	Tbio	SLC9A9
15954	Tbio	SLC9B2
15955	Tdark	SLC9C1
15956	Tdark	SLC9C2
15957	Tbio	CD84
15958	Tdark	SLAMF8
15959	Tbio	SLBP
15960	Tbio	SMAD4
15961	Tbio	SMAD9
15962	Tbio	SAMD4A
15963	Tbio	SAMD4B
15964	Tdark	SMAGP
15965	Tdark	SFMBT2
15966	Tbio	SMC4
15967	Tbio	SMC5
15968	Tchem	SMARCA2
15969	Tchem	SMARCA4
15970	Tdark	SMIM19
15971	Tdark	SMIM21
15972	Tbio	SMIM1
15973	Tdark	SMIM4
15974	Tdark	SMIM5
15975	Tdark	C9orf24
15976	Tchem	SGMS1
15977	Tbio	NAPG
15978	Tbio	SNAI2
15979	Tdark	SNAPC5
15981	Tdark	SNX30
15982	Tbio	SIGLEC1
15983	Tchem	SLCO1A2
15984	Tchem	SLCO1B3
15985	Tdark	SLCO5A1
15986	Tbio	SOBP
15987	Tbio	SOCS5
15988	Tbio	SOD3
15989	Tbio	SOHLH1
15990	Tbio	SORCS1
15991	Tbio	SORCS3
15992	Tchem	SORT1
15993	Tbio	SOS1
15994	Tbio	SOSTDC1
15995	Tdark	INIP
15996	Tbio	SOX6
15997	Tbio	SP110
15998	Tbio	SP140
15999	Tbio	SP1
16000	Tbio	SP8
16001	Tdark	SPATA24
16002	Tdark	SPATA6L
16003	Tbio	SERPINA9
16004	Tbio	SPAG6
16005	Tbio	SPAG7
16007	Tdark	SPATA8
16008	Tbio	SERPINB12
16009	Tbio	SERPINB13
16010	Tbio	SERPINB3
16011	Tbio	SERPINB4
16012	Tbio	SERPINB6
16013	Tbio	SERPINB8
16014	Tdark	SPC25
16015	Tdark	SPCS1
16016	Tbio	SH3PXD2A
16018	Tdark	SPDYC
16019	Tdark	SPDYE2B
16020	Tchem	SRM
16021	Tchem	SPHK2
16022	Tbio	SPIB
16023	Tbio	SPIDR
16024	Tchem	SIRT3
16025	Tbio	SIRT7
16026	Tdark	SIRPB2
16027	Tdark	SIRPD
16028	Tbio	SIRPG
16029	Tbio	SIVA1
16030	Tbio	SIX4
16031	Tbio	SIX6
16033	Tbio	SKA2
16034	Tbio	SKAP1
16035	Tbio	KNSTRN
16036	Tbio	SLIT3
16037	Tchem	SLK
16038	Tbio	SLFN11
16039	Tbio	SLFN14
16040	Tdark	SLX4IP
16041	Tbio	SMAD5
16042	Tbio	SMAD7
16043	Tbio	SFMBT1
16044	Tbio	SMC2
16045	Tbio	SMARCE1
16046	Tbio	SMG5
16047	Tdark	SMKR1
16048	Tbio	SMN2
16049	Tchem	SGMS2
16050	Tbio	SST
16051	Tbio	SMTN
16052	Tbio	SMUG1
16053	Tdark	SMYD4
16054	Tbio	SNAI1
16055	Tbio	SNED1
16056	Tbio	SYNGR2
16057	Tbio	SNAPC3
16058	Tbio	SNAPC4
16059	Tbio	SNTG1
16060	Tbio	SNTG2
16061	Tbio	SNURF
16062	Tbio	SNX10
16063	Tbio	SOCS1
16064	Tbio	SAP30L
16065	Tbio	SP3
16066	Tdark	SPINT4
16067	Tdark	SPNS3
16071	Tbio	SPON2
16073	Tbio	SPPL2C
16074	Tdark	SPRED3
16075	Tbio	SPARCL1
16076	Tbio	SPRN
16077	Tdark	SPRR4
16078	Tdark	SPRYD3
16079	Tdark	SPRYD7
16080	Tdark	SEPHS2
16081	Tdark	SPSB4
16082	Tdark	SPATA32
16084	Tbio	SUPT5H
16085	Tdark	SPATA3
16086	Tbio	SPTBN1
16087	Tchem	SPTLC1
16088	Tchem	SPTLC2
16089	Tdark	SLC37A3
16090	Tdark	SPANXN2
16091	Tdark	SPANXN5
16092	Tbio	SQSTM1
16093	Tbio	SRA1
16095	Tbio	SORBS1
16096	Tbio	SORBS2
16097	Tbio	SRCAP
16098	Tbio	SRCIN1
16099	Tclin	SRC
16100	Tbio	SRP14
16101	Tbio	SRP68
16102	Tbio	SRRM2
16103	Tdark	SRRM5
16104	Tbio	SRRT
16105	Tbio	SRSF6
16107	Tbio	SNX12
16108	Tbio	SNX18
16109	Tdark	SNX20
16110	Tdark	SNX24
16111	Tbio	SOCS3
16112	Tbio	SOX13
16113	Tbio	SOX21
16114	Tbio	SOX30
16115	Tbio	SOX8
16116	Tbio	SP100
16117	Tbio	SUPT16H
16119	Tbio	SUPT20H
16120	Tbio	SP2
16121	Tbio	SP6
16122	Tdark	SP9
16123	Tdark	SERPINA11
16124	Tbio	SPAG1
16125	Tbio	SPAG8
16127	Tbio	SPATS1
16129	Tbio	SPATA6
16130	Tdark	SPATA9
16131	Tdark	SPDYE1
16132	Tdark	SPDYE3
16134	Tbio	SPDEF
16135	Tdark	SPEM1
16136	Tchem	SPHK1
16137	Tdark	SPIN2A
16138	Tdark	SPINT3
16139	Tbio	SNUPN
16140	Tbio	NCKIPSD
16141	Tdark	SPOCD1
16143	Tbio	CTTN
16144	Tbio	SCARF2
16145	Tbio	SCARF1
16146	Tbio	SRF
16147	Tbio	SRGAP3
16148	Tbio	SRP9
16149	Tbio	SRP72
16150	Tchem	SRPK3
16151	Tdark	SRPRB
16152	Tbio	SRPX2
16153	Tbio	SRSF1
16154	Tbio	SRSF4
16155	Tbio	SSBP2
16156	Tdark	SSBP4
16157	Tbio	SSFA2
16158	Tbio	SSH1
16159	Tbio	SSU72
16160	Tdark	SSX3
16161	Tdark	SSX5
16163	Tbio	SS18
16164	Tbio	STK32C
16166	Tbio	ST7
16167	Tbio	STAB1
16168	Tbio	STAB2
16169	Tbio	STAMBP
16170	Tbio	STARD5
16171	Tbio	STAT2
16172	Tbio	STC2
16173	Tbio	STEAP1
16175	Tchem	STK35
16177	Tbio	STOML1
16178	Tbio	STOM
16179	Tbio	STON1-GTF2A1L
16180	Tbio	STON2
16181	Tbio	TNP1
16182	Tbio	STRA6
16183	Tbio	STRA8
16184	Tbio	STRAP
16185	Tbio	STRN4
16186	Tbio	STRN
16187	Tbio	SMCHD1
16188	Tdark	SMIM6
16189	Tdark	SMIM9
16190	Tdark	SMLR1
16191	Tdark	SMR3B
16192	Tbio	SND1
16194	Tbio	SNIP1
16195	Tbio	SNAP25
16196	Tdark	SNAP47
16197	Tbio	SNAPC1
16198	Tbio	SNTB1
16199	Tbio	SNX14
16200	Tdark	SNX15
16201	Tbio	SNX16
16202	Tbio	SNX1
16203	Tdark	SNX31
16204	Tbio	SNX33
16205	Tbio	SNX4
16206	Tbio	SNX6
16207	Tbio	SNX8
16208	Tdark	SOGA3
16209	Tbio	GH2
16210	Tbio	GH1
16211	Tbio	SOS2
16212	Tbio	NABP2
16213	Tbio	SERPINB7
16214	Tdark	SPCS2
16215	Tdark	SPDYE2
16217	Tbio	SPDL1
16218	Tbio	SPDYA
16219	Tbio	VIPAS39
16220	Tbio	AGMAT
16221	Tbio	BCAS2
16222	Tbio	SPG7
16223	Tdark	SPHAR
16224	Tbio	SGSH
16225	Tbio	SPRR1A
16226	Tbio	SPRR1B
16227	Tbio	SPRR2E
16228	Tbio	SPRED2
16230	Tdark	SPRYD4
16231	Tbio	SPATS2L
16232	Tdark	SPSB3
16233	Tchem	SMS
16234	Tbio	SPATA19
16235	Tdark	SPTY2D1
16236	Tbio	SPTB
16237	Tdark	SPANXN4
16239	Tbio	SPRY3
16240	Tdark	SREK1IP1
16241	Tbio	SREK1
16242	Tbio	SRFBP1
16243	Tdark	SERGEF
16244	Tbio	SRGAP1
16245	Tchem	SRMS
16246	Tbio	SRP19
16247	Tchem	SRPK1
16248	Tchem	SRPK2
16249	Tbio	SRSF10
16250	Tbio	SRSF12
16251	Tbio	SSH2
16252	Tdark	SSH3
16253	Tbio	SSR2
16254	Tbio	SSR4
16255	Tbio	SEPT12
16257	Tbio	SEPT2
16258	Tbio	SEPT3
16259	Tbio	SEPT5
16260	Tbio	SEPT6
16261	Tbio	SEPT7
16262	Tbio	SEPT9
16263	Tbio	PSPH
16264	Tbio	SERINC3
16267	Tbio	SESN1
16268	Tbio	SESN3
16269	Tbio	FAM109A
16270	Tdark	SETD3
16271	Tbio	SETD5
16272	Tdark	SETD9
16273	Tbio	SETMAR
16274	Tbio	SET
16275	Tbio	SF3A1
16276	Tdark	SFTA2
16277	Tbio	SCGB3A2
16278	Tbio	SGCG
16280	Tchem	SGK1
16281	Tchem	SGK2
16282	Tclin	SIGMAR1
16283	Tbio	SGSM2
16284	Tbio	SH2D1B
16285	Tdark	SH2D7
16286	Tbio	SH3KBP1
16287	Tbio	SH3BGRL
16288	Tbio	SHC2
16289	Tdark	SMIM14
16290	Tdark	SMIM15
16291	Tdark	SMIM17
16292	Tbio	SIM1
16293	Tdark	SMIM23
16296	Tbio	SKA1
16297	Tbio	SKA3
16298	Tbio	SKAP2
16299	Tbio	SKP2
16300	Tbio	SLAMF1
16301	Tclin	SLAMF7
16302	Tdark	SLAMF9
16303	Tdark	SLAIN1
16304	Tdark	SLAIN2
16307	Tbio	GHRH
16308	Tbio	SLITRK1
16309	Tbio	SLITRK2
16310	Tbio	SLITRK3
16311	Tbio	SLITRK6
16312	Tbio	SLIT1
16313	Tbio	SLIT2
16314	Tbio	SLFN12
16315	Tdark	SLFNL1
16316	Tdark	SLTM
16317	Tbio	SLX1B
16318	Tdark	C11orf58
16319	Tbio	SMC1B
16320	Tbio	SMC3
16321	Tbio	SMC6
16322	Tbio	SMARCA1
16323	Tdark	SMIM7
16324	Tbio	SMOC1
16325	Tbio	SMOC2
16326	Tdark	SMR3A
16327	Tbio	SMARCD2
16328	Tbio	SMARCD3
16329	Tbio	SMTNL1
16330	Tbio	SMU1
16331	Tbio	SMURF2
16332	Tbio	SMYD1
16333	Tchem	SMYD3
16334	Tbio	SMYD5
16335	Tbio	SNAI3
16336	Tbio	SNF8
16337	Tbio	SYNGR1
16338	Tbio	SYNGR3
16340	Tbio	SNN
16341	Tbio	SNAP29
16342	Tbio	SNPH
16343	Tdark	SNRNP25
16344	Tbio	SNRNP40
16345	Tbio	SNRPA
16346	Tbio	SNTA1
16347	Tdark	SNTN
16348	Tbio	SNTB2
16349	Tdark	SNX11
16350	Tbio	SNX17
16351	Tbio	SNX19
16352	Tdark	SNX21
16353	Tdark	SNX22
16354	Tbio	SNX2
16355	Tdark	SNX32
16356	Tbio	SNX5
16357	Tchem	SLCO1B1
16358	Tdark	SLCO1B7
16359	Tbio	SLCO1C1
16360	Tchem	SLCO2A1
16361	Tchem	SLCO2B1
16362	Tbio	SLCO3A1
16363	Tbio	SLCO4A1
16364	Tbio	SLCO6A1
16365	Tchem	SOAT1
16366	Tchem	SOAT2
16367	Tbio	SOCS2
16368	Tbio	SOCS6
16369	Tbio	SOCS7
16370	Tbio	SOD1
16371	Tbio	SOHLH2
16372	Tbio	SON
16373	Tbio	SOX11
16374	Tbio	SOX14
16375	Tbio	SOX15
16376	Tbio	SOX17
16377	Tbio	SOX18
16378	Tbio	SOX1
16379	Tbio	SOX2
16380	Tbio	SOX3
16381	Tbio	SOX4
16382	Tbio	SOX7
16383	Tdark	SAP130
16384	Tdark	SP140L
16385	Tdark	SP5
16387	Tdark	SPATA2L
16388	Tdark	SPATA5L1
16389	Tdark	SPACA7
16390	Tdark	SPAG4
16391	Tbio	SPAG5
16392	Tbio	SPAST
16393	Tbio	SPATA4
16394	Tbio	SERPINB10
16395	Tdark	SERPINB11
16396	Tdark	SPATC1L
16397	Tdark	SPCS3
16398	Tbio	SEPSECS
16399	Tdark	SPDYE4
16401	Tdark	SPEF1
16402	Tdark	SPEF2
16403	Tbio	SPEG
16405	Tdark	SPATC1
16406	Tbio	SMNDC1
16407	Tbio	RBM17
16408	Tbio	SPAG16
16409	Tdark	SPAG17
16410	Tbio	SPG21
16411	Tbio	SPI1
16412	Tdark	SPIN4
16413	Tbio	SPIRE1
16414	Tdark	SPHKAP
16415	Tbio	SPPL2A
16416	Tbio	SPARC
16417	Tbio	SPRED1
16418	Tbio	SPR
16419	Tbio	SPRR3
16420	Tbio	SPRTN
16421	Tbio	SEPHS1
16422	Tbio	SPSB1
16423	Tbio	SPSB2
16424	Tbio	SPATA12
16425	Tbio	SPATA13
16426	Tdark	SPATA17
16427	Tdark	SPATA20
16428	Tdark	SPATA21
16429	Tdark	SPATA22
16430	Tbio	SRSF2
16431	Tbio	SRSF5
16432	Tdark	SERTAD3
16433	Tbio	SSBP3
16435	Tclin	SSTR4
16436	Tbio	SSUH2
16438	Tbio	SSX4
16440	Tbio	ST18
16441	Tdark	ST20
16442	Tbio	SULT2A1
16443	Tchem	STK38L
16445	Tbio	SULT4A1
16446	Tdark	SUPT7L
16447	Tbio	STAG2
16448	Tbio	STAM
16449	Tbio	STARD4
16451	Tbio	STXBP5L
16452	Tbio	SUCLG1
16453	Tbio	SUGCT
16454	Tbio	SUFU
16455	Tbio	SUGP1
16456	Tbio	SUGP2
16458	Tdark	TSEN34
16459	Tbio	SENP2
16461	Tchem	FAP
16462	Tbio	SERINC1
16463	Tbio	SERINC2
16464	Tdark	SERINC4
16465	Tbio	SERINC5
16466	Tdark	SERP2
16467	Tdark	SERPINE3
16468	Tbio	SESTD1
16469	Tbio	SETD1A
16470	Tbio	SF3A2
16471	Tbio	SF3A3
16472	Tbio	SF3B1
16473	Tbio	SF3B2
16474	Tdark	SF3B5
16475	Tbio	SFTPA2
16476	Tbio	SFPQ
16477	Tbio	SFR1
16478	Tdark	SFT2D3
16479	Tbio	SCGB2A1
16480	Tbio	SGPP2
16481	Tbio	SGSM1
16482	Tbio	SGSM3
16483	Tbio	SGTA
16484	Tbio	SH2D4A
16485	Tbio	SH2B3
16486	Tbio	SH2D3C
16487	Tbio	SH3D19
16488	Tdark	SH3D21
16489	Tbio	SH3BGRL3
16490	Tbio	SH3RF2
16491	Tdark	SH3RF3
16492	Tbio	SHANK1
16493	Tbio	SHANK2
16494	Tbio	SHC3
16496	Tdark	SHCBP1L
16497	Tbio	SHPRH
16498	Tbio	SHQ1
16499	Tbio	SIGLEC6
16500	Tbio	SIGLEC8
16501	Tchem	SIK2
16502	Tchem	SIK3
16503	Tbio	SIL1
16504	Tdark	SMIM12
16505	Tbio	SIMC1
16506	Tbio	MAPKAP1
16507	Tdark	SKIDA1
16508	Tchem	SLC9A1
16509	Tdark	SLC9A4
16510	Tchem	SLC9A5
16511	Tbio	SLC9A7
16512	Tbio	SLC9A8
16513	Tbio	SLC9B1
16514	Tdark	SLC9B1P1
16515	Tbio	SLAMF6
16516	Tbio	SLA2
16517	Tbio	GINS4
16518	Tdark	SLFN5
16519	Tbio	SLITRK4
16520	Tbio	SLITRK5
16521	Tbio	SLPI
16524	Tbio	SMAD3
16525	Tbio	SMAP1
16526	Tdark	SMCO3
16527	Tdark	SMCO4
16528	Tdark	SAYSD1
16529	Tchem	SMG1
16530	Tdark	SMIM2
16531	Tbio	SMOX
16532	Tbio	SMARCC1
16533	Tbio	SMARCC2
16534	Tbio	SMARCAD1
16535	Tbio	SMARCD1
16536	Tbio	SPRR2A
16537	Tdark	SPRR2D
16538	Tbio	SPATA16
16539	Tbio	SPATA25
16540	Tdark	SPATA33
16542	Tbio	U2SURP
16543	Tbio	SERAC1
16545	Tbio	SREBF1
16546	Tchem	SREBF2
16547	Tdark	SRL
16548	Tbio	HRC
16549	Tbio	SSC5D
16552	Tbio	SRPX
16553	Tbio	SRRD
16554	Tbio	SRRM4
16555	Tbio	SRSF11
16556	Tbio	SRY
16557	Tdark	SSSCA1
16558	Tdark	SSBP3-AS1
16559	Tdark	SSMEM1
16560	Tbio	SSNA1
16561	Tbio	SSPN
16562	Tclin	SSTR1
16563	Tclin	SSTR5
16564	Tbio	SSR1
16565	Tbio	STIM1
16566	Tbio	STIM2
16567	Tbio	TMEM173
16568	Tchem	STK11
16569	Tchem	STK31
16570	Tdark	STPG2
16571	Tbio	STARD3NL
16572	Tbio	STRADA
16573	Tbio	RBPJ
16574	Tbio	SUN1
16575	Tbio	SUN2
16576	Tbio	SURF4
16577	Tbio	SURF6
16578	Tbio	SUSD4
16579	Tbio	SUPV3L1
16580	Tclin	SV2A
16581	Tbio	SV2C
16582	Tbio	SVEP1
16583	Tdark	SVOP
16584	Tdark	SOWAHB
16585	Tdark	SOWAHC
16586	Tbio	SWSAP1
16587	Tbio	AARS2
16589	Tbio	SSBP1
16590	Tbio	PPAN-P2RY11
16591	Tdark	SSR3
16592	Tbio	STX8
16593	Tbio	STYX
16594	Tchem	SUCNR1
16595	Tbio	SUMO3
16596	Tdark	SUSD1
16597	Tdark	SUSD5
16598	Tdark	SOWAHA
16599	Tbio	SWT1
16601	Tdark	SYCP2L
16602	Tbio	CARS
16603	Tdark	SYCE2
16604	Tbio	CARS2
16605	Tbio	SYCP1
16606	Tbio	SYCP2
16607	Tbio	ERVFRD-1
16608	Tchem	FARS2
16609	Tchem	HARS
16610	Tchem	KARS
16611	Tbio	SYNC
16612	Tbio	SYNE1
16613	Tbio	SYNE2
16614	Tbio	SYNE3
16615	Tdark	SYNE4
16616	Tbio	SYPL1
16617	Tbio	SARS
16618	Tbio	SARS2
16619	Tbio	SYT10
16620	Tbio	SYT13
16621	Tchem	STK17A
16622	Tbio	SULT1A1
16623	Tbio	SULT1A3
16624	Tbio	STH
16625	Tbio	STIP1
16626	Tbio	STK38
16627	Tbio	STK39
16628	Tbio	STMN2
16629	Tbio	STMN3
16631	Tbio	STRADB
16632	Tbio	STRN3
16633	Tbio	STT3B
16634	Tbio	STX11
16635	Tbio	STX16
16636	Tbio	STX17
16637	Tbio	STX1B
16638	Tbio	STX4
16639	Tbio	STX6
16640	Tbio	STX7
16641	Tbio	STXBP3
16642	Tbio	STXBP5
16643	Tbio	STYK1
16644	Tchem	SI
16645	Tbio	SUMF2
16646	Tbio	SUMO1
16647	Tdark	SUN3
16648	Tbio	SUN5
16650	Tbio	SUZ12
16651	Tbio	SV2B
16653	Tdark	SOWAHD
16654	Tdark	SWI5
16655	Tbio	XAB2
16656	Tbio	FARSA
16657	Tbio	FARSB
16658	Tbio	IARS2
16659	Tbio	SYNJ2BP
16660	Tchem	LARS
16663	Tbio	SULT1A2
16664	Tbio	SULT1A3
16665	Tbio	SULT1B1
16666	Tbio	SULT1C2
16667	Tbio	SULT1C3
16668	Tbio	SULT1C4
16669	Tdark	ST7L
16670	Tbio	STARD10
16671	Tchem	STAT5A
16672	Tchem	STAT5B
16673	Tbio	STAC3
16674	Tbio	STAC
16675	Tbio	STAG1
16676	Tbio	STAMBPL1
16677	Tbio	STAM2
16678	Tbio	STAP1
16679	Tbio	STAP2
16680	Tbio	STARD3
16681	Tbio	STARD6
16682	Tbio	STARD7
16683	Tbio	STARD8
16684	Tchem	STAT1
16685	Tchem	STAT6
16687	Tbio	STC1
16688	Tbio	STEAP3
16689	Tbio	STEAP4
16690	Tdark	STEAP1B
16691	Tchem	NR5A1
16692	Tbio	STK19
16693	Tchem	STK24
16694	Tchem	STK25
16695	Tchem	STK33
16696	Tbio	STK40
16697	Tchem	STK4
16698	Tdark	STMND1
16699	Tbio	STOML2
16701	Tbio	STOX1
16702	Tbio	STOX2
16704	Tchem	STS
16706	Tbio	STX10
16707	Tbio	STX12
16708	Tbio	STX18
16709	Tbio	STX1A
16710	Tbio	STXBP1
16711	Tbio	STXBP2
16712	Tbio	STXBP4
16713	Tbio	STXBP6
16714	Tbio	STYXL1
16715	Tbio	SULF2
16716	Tbio	SUMF1
16717	Tdark	SYCE3
16718	Tdark	SYCN
16719	Tbio	SYCP3
16720	Tbio	ERVW-1
16721	Tchem	IARS
16722	Tbio	LARS2
16723	Tbio	SYTL4
16724	Tdark	SZRD1
16725	Tdark	TMEM106C
16726	Tdark	TCP11L1
16728	Tdark	TMEM126B
16729	Tdark	TMEM132B
16730	Tdark	TMEM132E
16731	Tdark	TMEM150B
16732	Tdark	TMEM161A
16733	Tdark	TMEM185B
16735	Tdark	TMEM200C
16736	Tbio	GTF2F2
16737	Tbio	TAS2R10
16738	Tbio	TAS2R38
16739	Tbio	TAS2R40
16741	Tbio	TAS2R60
16742	Tdark	TM4SF18
16743	Tbio	TM4SF1
16745	Tdark	TC2N
16746	Tbio	TAF1C
16747	Tbio	TAF3
16748	Tbio	TAF4
16749	Tbio	TAF5L
16750	Tdark	TAF6L
16751	Tbio	TAF7
16752	Tbio	ZNF365
16753	Tbio	TANK
16754	Tchem	TAOK2
16755	Tchem	TAOK3
16756	Tbio	TRIOBP
16757	Tbio	TARBP1
16758	Tbio	TARM1
16759	Tbio	TBC1D10A
16760	Tchem	TUBA3E
16761	Tchem	TUBA4A
16762	Tclin	TUBB2B
16763	Tclin	TUBB3
16764	Tclin	TUBB4B
16765	Tclin	TUBB
16767	Tbio	SPNS1
